DISTRICT,PANCHAYATSAMITI,GRAMPANCHAYAT,ward_category,Name of Sarpanch,Sex,Category
KOTA,KHAIRABAD,KHAIRABAD,GENW,SHOBHA,F,GENW
KOTA,KHAIRABAD,KHEDARUDHA,GEN,DURGA LAL,M,OBC
KOTA,KHAIRABAD,KHEDLI,GEN,HEMRAJ NAGAR,M,OBC
KOTA,KHAIRABAD,KHIMACH,GEN,ABDUL HABIB,M,GEN
KOTA,KHAIRABAD,KUDAYALA,GEN,JAI SINGH,M,GEN
KOTA,KHAIRABAD,KUKDA KHURD,GENW,BHOLI BAI,F,OBCW
KOTA,KHAIRABAD,KUMBHKOT,SC,AMAR LAL,M,SC
KOTA,KHAIRABAD,LAKHARIYA,GENW,MOHAN BAI,F,GENW
KOTA,KHAIRABAD,LAXMIPURA,SC,NATHU LAL,M,SC
KOTA,KHAIRABAD,MADANPURA,SC,PAPPU LAL,M,SC
KOTA,KHAIRABAD,MANDA,ST,BABU LAL,M,ST
KOTA,KHAIRABAD,MODAK GAON,STW,SAVITRI MEENA,F,STW
KOTA,KHAIRABAD,PIP AKHEDI,GEN,RAM SWROOP MEENA,M,ST
KOTA,KHAIRABAD,PIPALDA,GENW,JANKI BAI,F,OBCW
KOTA,KHAIRABAD,RICHHDIY A,GEN,VIJAY SINGH,M,GEN
KOTA,KHAIRABAD,SAHARVADA,SCW,MOHINI BAI,F,SCW
KOTA,KHAIRABAD,SALAVADKHURD,SC,DEVI LAL,M,SC
KOTA,KHAIRABAD,SALEDAKHURD,GEN,BHAIRU LAL,M,OBC
KOTA,KHAIRABAD,SATLKHEDI,SCW,GAYITRI DEVI,F,SCW
KOTA,KHAIRABAD,SUKET,OBC,AFJAL MANSURI,M,OBC
KOTA,KHAIRABAD,UDPURA MODAK STATION,GENW,RAJIYA SULTAN,F,GENW
KOTA,KHAIRABAD,UNDAWA,SCW,SONU KUMARI,F,SCW
KOTA,LADPURA,ALNIYA,SC,PRAHLAD,M,SC
KOTA,LADPURA,ARANDKHEDA,STW,MANOHAR BAI,F,STW
KOTA,LADPURA,BANIY ANI,OBCW,KAMLESH KUMARI,F,OBCW
KOTA,LADPURA,BHANWARIYA,GEN,PRABHULAL,M,SC
KOTA,LADPURA,BHEEMPURA,GEN,BHANWARSINGH RAJPUT,M,GEN
KOTA,LADPURA,BORABAS,OBC,RANGLAL,M,OBC
KOTA,LADPURA,DOLYA,SC,NAND LAL,M,SC
KOTA,LADPURA,GANDIFALI,GEN,MANGI LAL,M,GEN
KOTA,LADPURA,GODL Y AHEDI,GENW,GEETA BAI,F,OBCW
KOTA,LADPURA,JAKHODA,ST,RAMNATH MEENA,M,ST
KOTA,LADPURA,KAL Y AKHEDI,GENW,LAXMI,F,OBCW
KOTA,LADPURA,KASAR,SCW,PARA BAI,F,SCW
KOTA,LADPURA,KHEDARSULPUR,GENW,BHULIBAI,F,OBCW
KOTA,LADPURA,KISHANPURA TAKIYA,OBC,RAJESH MALAV,M,OBC
KOTA,LADPURA,KOLANA / LAXMIPURA,GENW,THELI BAI,F,GENW
KOTA,LADPURA,MANASGAON,OBCW,RAM BHAROSI,F,OBCW
KOTA,LADPURA,MANDALIYA,GEN,MHESH KUMAR SHRINGI,M,GEN
KOTA,LADPURA,MANDANA,GEN,RAMAKANT GAUTAM,M,GEN
KOTA,LADPURA,MAW ASA,GENW,GUDDI BAI,F,OBCW
KOTA,LADPURA,RANGPUR,ST,JAGNNATH MEENA,M,ST
KOTA,LADPURA,TATHER,GENW,LADKANWAR MEENA,F,STW
KOTA,SANGOD,AANVA,GEN,DINESH KUMAR,M,GEN
KOTA,SANGOD,AMRITKUAN,SCW,SEEMA BAI,F,SCW
KOTA,SANGOD,BALUHEDA,GENW,KALPANA DEVI,F,GENW
KOTA,SANGOD,BAPAVARKALA,SC,VISHNU,M,SC
KOTA,SANGOD,BASY AHEDI,STW,SHANTI BAI,F,STW
KOTA,SANGOD,BORINAKALAN,SCW,SANTOSH BAI,F,SCW
KOTA,SANGOD,DANTA,OBC,GOVIND,M,OBC
KOTA,SANGOD,DEEGOD,GENW,SHILLA BAI,F,OBCW
KOTA,SANGOD,DEVLI,GENW,RUKMANI BAI,F,OBCW
KOTA,SANGOD,DHULET,GENW,BADRI BAI,F,OBCW
KOTA,SANGOD,DILLIPURA,GEN,VISHAL KUMAR,M,GEN
KOTA,SANGOD,HEINGI,STW,SURJA BAI,F,STW
KOTA,SANGOD,HINGONLIA,SC,NAND KISHOR,M,SC
KOTA,SANGOD,JALIMPURA,SCW,KALAWATI,F,SCW
KOTA,SANGOD,JHALRI,GEN,MANGI LAL,M,OBC
KOTA,SANGOD,KAMOLAR,SC,PRABHU LAL,M,SC
KOTA,SANGOD,KANW AS,GENW,USHA,F,GENW
KOTA,SANGOD,KHADIYA,SCW,CHANDA BAI,F,SCW
KOTA,SANGOD,KHAJURI,GEN,LALIT KUMAR,M,OBC
KOTA,SANGOD,KHAJURNA,SC,RAM GOPAL,M,SC
KOTA,SANGOD,KISHANPURA,GENW,KRISHNA KUMARI,F,GENW
KOTA,SANGOD,KUNDANPUR,GEN,SURENDRA,M,OBC
KOTA,SANGOD,KURAD,OBC,OM PRAKASH,M,OBC
KOTA,SANGOD,KURIDIY AKHURD,GEN,SHIV RAM,M,OBC
KOTA,SANGOD,LABANIYA,OBC,ASHUTOSH SINGH,M,OBC
KOTA,SANGOD,LATURI,ST,BANSHI LAL,M,ST
KOTA,SANGOD,LODAHEDA,OBCW,CHODHRA BAI,F,OBCW
KOTA,SANGOD,MAMOR,OBCW,DHANNI BAI,F,OBCW
KOTA,SANGOD,MANDAP,GENW,SIMA,F,GENW
KOTA,SANGOD,MANDITA,GENW,ANITA KANWAR,F,GENW
KOTA,SANGOD,MOIKALA,GEN,PANA CHAND,M,GEN
KOTA,SANGOD,MORUKALA,GEN,BASANT,M,OBC
KOTA,SANGOD,SAW ANBHADO,GEN,VIRENDRA KUMAR,M,GEN
KOTA,SANGOD,SHY AMPURA,ST,HEMRAJ,M,ST
KOTA,SANGOD,TOHTI,OBCW,SANTOSH BAI,F,OBCW
KOTA,SANGOD,VINODKHURD,GENW,ANURADHA SINGH,F,GENW
KOTA,SULTANPUR,AMARPURA,GENW,RAJKUMARI,F,GENW
KOTA,SULTANPUR,BADOD,GENW,MANGI BAI,F,GENW
KOTA,SULTANPUR,BAMORI,STW,GAYATRI MEENA,F,STW
KOTA,SULTANPUR,BANETHIA,GEN,RAVI PRATAP SINGH,M,GEN
KOTA,SULTANPUR,BHANDAHEDA,OBC,SHIV SHANKAR,M,OBC
KOTA,SULTANPUR,BHONRA,SCW,SUSHEEL A,F,SCW
KOTA,SULTANPUR,BISLAI,SC,DEEPAK KUMAR,M,SC
KOTA,SULTANPUR,BUDHADEET,GENW,ANJU KUMARI,F,GENW
KOTA,SULTANPUR,CHOMAMALIYAN,GENW,KALI BAI,F,STW
KOTA,SULTANPUR,DEEGOD,GEN,HARI PRAKASH,M,GEN
KOTA,SULTANPUR,DUNGARJYA,GEN,LAXMI NARAYAN SHARMA,M,GEN
KOTA,SULTANPUR,GADHEPAN,STW,DHOLI BAIO MEENA,F,STW
KOTA,SULTANPUR,JALIMPURA,OBCW,SHASHI KIRAN BAI,F,OBCW
KOTA,SULTANPUR,JHADGAON,SCW,BHULI BAI,F,SCW
KOTA,SULTANPUR,KHERLI TAVRAN,ST,CHETRAM MEENA,M,ST
KOTA,SULTANPUR,KHERUL A,SC,RAMLAL,M,SC
KOTA,SULTANPUR,KISHORPURA,STW,GAYATRI BAI,F,STW
KOTA,SULTANPUR,KOTADA DEEP SINGH,ST,SHYAM LAL,M,ST
KOTA,SULTANPUR,KOTSUVA,SC,GIRIRAJ,M,SC
KOTA,SULTANPUR,LAKHSANIJA,OBC,SUMITRA,F,OBCW
KOTA,SULTANPUR,MADANPURA,SCW,DHANKANW AR,F,SCW
KOTA,SULTANPUR,MANDAW ARA,GEN,DILDAR ALI,M,OBC
KOTA,SULTANPUR,MORP A,GEN,SATPAL SINGH MAN,M,GEN
KOTA,SULTANPUR,MUNDL A,GEN,RAJENDRA KUMAR,M,GEN
KOTA,SULTANPUR,NIMODA,GEN,SAHASTRA NARAYAN,M,GEN
KOTA,SULTANPUR,NOTADA,SC,BALU RAM,M,SC
KOTA,SULTANPUR,POLAIKALAN,GENW,RATAN KANWAR,F,GENW
KOTA,SULTANPUR,RAIL GAON,ST,MOHAN LAL,M,ST
KOTA,SULTANPUR,SAROLA,GENW,ROSHAN BAI,F,STW
KOTA,SULTANPUR,SIMALIYA,GENW,JAYA DEVI,F,STW
KOTA,SULTANPUR,SULTANUR,GENW,INDRA BAI MEGHWAL,F,SCW
KOTA,SULTANPUR,T AKARW ADA,GENW,SUSHEELA BAI,F,OBCW
KOTA,SULTANPUR,TORAN,GEN,BRIJ SUNDAR DADHICH,M,GEN
NAGAUR,DIDW ANA,AAKODA,GEN,Bhom Singh,M,GEN
NAGAUR,DIDW ANA,AANGUTA,GEN,Bhanwar Lal,M,OBC
NAGAUR,DIDW ANA,ALAKHPURA,GEN,Dashrath Singh,M,GEN
NAGAUR,DIDW ANA,BAIDAVA,SC,Madan Lal,M,SC
NAGAUR,DIDW ANA,BAIRAKHURD,GEN,Mustak Khan,M,GEN
NAGAUR,DIDW ANA,BALIY A,GENW,Hazara,F,OBCW
NAGAUR,DIDW ANA,BARANGANA,SCW,Malkuri,F,SCW
NAGAUR,DIDW ANA,BARDAWA,OBC,Sharwan Singh,M,OBC
NAGAUR,DIDW ANA,BASA,GEN,Sawanta Ram,M,OBC
NAGAUR,DIDW ANA,BEGSAR,OBC,Jiwan Khan,M,OBC
NAGAUR,DIDW ANA,BHANDLIY A,OBC,Ummed Khan,M,OBC
NAGAUR,DIDW ANA,BHEECHAW A,GEN,Mehar Chand,M,GEN
NAGAUR,DIDW ANA,CHHAPARIKALAN,GEN,Arjun Ram,M,OBC
NAGAUR,DIDW ANA,CHHAP ARIKHURD,GEN,Nawab Khan,M,OBC
NAGAUR,DIDW ANA,CHHOLUKHA,GENW,Gulshan Bano,F,OBCW
NAGAUR,DIDW ANA,DABDA,GEN,Ganesh Ram,M,OBC
NAGAUR,DIDW ANA,DADU BASNI,GENW,Chhoti,F,OBCW
NAGAUR,DIDW ANA,DAKIPURA,GEN,Lakha Ram,M,OBC
NAGAUR,DIDW ANA,DAUDSAR,GEN,Shokat Ali Khan,M,OBC
NAGAUR,DIDW ANA,DAULATPURA,GENW,Patashi Devi,F,SCW
NAGAUR,DIDW ANA,DA Y ALPURA,OBCW,Rami,F,OBCW
NAGAUR,DIDW ANA,DEENDARPURA,GENW,Anop Bano,F,OBCW
NAGAUR,DIDW ANA,DHANKOLI,OBCW,Nadiya Bano,F,OBCW
NAGAUR,DIDW ANA,DUNDOLI,SCW,Soni,F,SCW
NAGAUR,DIDW ANA,KALVANI,GEN,Hema Ram,M,OBC
NAGAUR,DIDW ANA,KERAP,OBC,Dileep Kumar,M,OBC
NAGAUR,DIDW ANA,KHANKHOLI,GENW,Sohani,F,GENW
NAGAUR,DIDW ANA,KHARESH,GENW,Balu Kanwar,F,GENW
NAGAUR,DIDW ANA,KHARVALIYA,GENW,Indra Kanwar,F,GENW
NAGAUR,DIDW ANA,KHATUKHURD,GEN,Kalyan Singh,M,GEN
NAGAUR,DIDW ANA,KHOJAS,GENW,Kamal Kanwar,F,GENW
NAGAUR,DIDW ANA,KHUNKHUNA,SC,Pradeep,M,SC
NAGAUR,DIDW ANA,KOLIYA,GENW,Mohani Devi,F,OBCW
NAGAUR,DIDW ANA,LADARIYA,OBC,Pusha Ram,M,OBC
NAGAUR,DIDW ANA,LALASARI,GEN,Ram Niwas,M,OBC
NAGAUR,DIDW ANA,LOROLIKALA,GENW,Ratan Kanwar,F,GENW
NAGAUR,DIDW ANA,MAMDODA,OBCW,Kamla,F,OBCW
NAGAUR,DIDW ANA,MANDUKARA,GENW,Kailash Kanwar,F,GENW
NAGAUR,DIDW ANA,MAWA,GENW,Laxmi Devi,F,OBCW
NAGAUR,DIDW ANA,MOLASAR,SCW,Shakuntla,F,SCW
NAGAUR,DIDW ANA,NIMBIKALAN,GENW,Nazma Bano,F,OBCW
NAGAUR,DIDW ANA,NIMBOD,GEN,Nathu Ram,M,GEN
NAGAUR,DIDW ANA,NUNV A,SCW,Vimla,F,SCW
NAGAUR,DIDW ANA,PALOT,GENW,Rukma Devi,F,SCW
NAGAUR,DIDW ANA,PAWA,GEN,Hari Ram,M,GEN
NAGAUR,DIDW ANA,PHOGADI,SC,Kishana Ram,M,SC
NAGAUR,DIDW ANA,PIDAWA,SCW,Shankri,F,SCW
NAGAUR,DIDW ANA,RASEEDPURA,SC,Mana Ram,M,SC
NAGAUR,DIDW ANA,SANIYA,GENW,Bhanwar Kanwar,F,GENW
NAGAUR,DIDW ANA,SHERANI ABAD,OBC,VACANT,,
NAGAUR,DIDW ANA,SIGARAWATKALA,GENW,Jhamku Devi,F,GENW
NAGAUR,DIDW ANA,SINGHANA,OBCW,Birma Devi,F,OBCW
NAGAUR,DIDW ANA,SUDRASAN,SC,Sharwan Ram Bawari,M,SC
NAGAUR,DIDW ANA,SUPKA,SC,Hanuman Ram,M,SC
NAGAUR,DIDW ANA,THANU,GEN,Shyam Singh,M,GEN
NAGAUR,DIDW ANA,THEBDI,OBCW,Bhanwari Devi,F,OBCW
NAGAUR,DIDW ANA,TOSHINA,OBCW,Jethi Devi,F,OBCW
NAGAUR,DEGANA,AANTROLI KALAN,GENW,NIRMAL KANWAR,F,GENW
NAGAUR,DEGANA,BACHW ARI,OBCW,NAINA DEVI,F,OBCW
NAGAUR,DEGANA,BANWARLA,OBC,PREMA,F,OBCW
NAGAUR,DEGANA,BARNA,GEN,SANGRAM,M,OBC
NAGAUR,DEGANA,BIRKHANRIYAKALAN,SCW,RAMA DEVI,F,SCW
NAGAUR,DEGANA,BUTATI,SC,MADANA RAM,M,SC
NAGAUR,DEGANA,CHANDAROON,GEN,AJEET SINGH,M,GEN
NAGAUR,DEGANA,CHOLIY AS,SC,NATHU RAM,M,SC
NAGAUR,DEGANA,CHOSLI,GENW,RUKMA DEVI,F,OBCW
NAGAUR,DEGANA,CHUI,GENW,PUSPA KANWAR,F,GENW
NAGAUR,DEGANA,DAVOLI MEETHI,OBCW,SANTOSH,F,OBCW
NAGAUR,DEGANA,DEGANA GAON,GENW,SONI,F,OBCW
NAGAUR,DEGANA,GONERDA,GENW,CHHOTA DEVI,F,OBCW
NAGAUR,DEGANA,GOREDI CHANCHA,GEN,BHANWAR SINGH,M,GEN
NAGAUR,DEGANA,GUNSALI,SC,RAMKARAN,M,SC
NAGAUR,DEGANA,HARSOR,GENW,VIMALA GOSHWAMI,F,OBCW
NAGAUR,DEGANA,INDW A,GEN,SHIV PRATAP SINGH,M,GEN
NAGAUR,DEGANA,JAKHEDA,OBCW,MUNNI,F,OBCW
NAGAUR,DEGANA,JALSUKHURD,GENW,CHHOTEE,F,OBCW
NAGAUR,DEGANA,JALSUNANAK,SC,GUMANA RAM,M,SC
NAGAUR,DEGANA,JHAGDW AS,SCW,LEELA DEVI,F,SCW
NAGAUR,DEGANA,KHERV A,SC,SOHAN RAM,M,SC
NAGAUR,DEGANA,KHUNDIKALAN,OBC,NAMI CHAND,M,OBC
NAGAUR,DEGANA,KIT ALSAR,GEN,SANWATA RAM,M,OBC
NAGAUR,DEGANA,LANGOD,GEN,MOOL SINGH,M,GEN
NAGAUR,DEGANA,MANDLAJODHA,OBCW,KAMALA DEVI,F,OBCW
NAGAUR,DEGANA,MANJHI,GENW,NIRMALA,F,GENW
NAGAUR,DEGANA,MEVADA,SCW,LACHHA DEVI,F,SCW
NAGAUR,DEGANA,MOGAS,GEN,NARENDRA SINGH,M,OBC
NAGAUR,DEGANA,NATHAVADA,SCW,SEET A,F,SCW
NAGAUR,DEGANA,NIMBDIKALAN,GENW,BAU DEVI,F,OBCW
NAGAUR,DEGANA,NIMBOLAKALAN,OBC,RAMSUKH,M,OBC
NAGAUR,DEGANA,NUMBADI CHANDAWATA,GENW,BALUDI,F,OBCW
NAGAUR,DEGANA,PALDIKALAN,SCW,SEETA DEVI,F,SCW
NAGAUR,DEGANA,PALIAWAS,GENW,BAJUDI,F,OBCW
NAGAUR,DEGANA,PUNAS,GEN,CHHELU SINGH,M,GEN
NAGAUR,DEGANA,PUNDLOT A,GENW,RATANA,F,OBCW
NAGAUR,DEGANA,RAJLOT A,OBC,RAMDEV,M,OBC
NAGAUR,DEGANA,RAJOD,GEN,NATHU RAM,M,OBC
NAGAUR,DEGANA,SAANJU,GEN,MAHAVEER SINGH,M,GEN
NAGAUR,DEGANA,SIRASNA,GEN,RAMSUKH,M,OBC
NAGAUR,DEGANA,THATA,GEN,JASWANT SINGH,M,GEN
NAGAUR,DEGANA,TILONES,OBC,CHENA RAM,M,OBC
NAGAUR,JAYAL,AADVAD,GEN,VIKRAM SINGH,M,GEN
NAGAUR,JAYAL,AAKODA,OBC,DURGESH,M,OBC
NAGAUR,JAYAL,AAVALIYASAR,GENW,RAM KANWARI,F,OBCW
NAGAUR,JAYAL,BARNEL,SCW,CHUKLI,F,SCW
NAGAUR,JAYAL,BHAWALA,GENW,JADAV KANWAR,F,OBCW
NAGAUR,JAYAL,BODAVA,SC,LICHHAMAN RAM,M,SC
NAGAUR,JAYAL,BUGDARDA,GENW,LICHHAMA,F,GENW
NAGAUR,JAYAL,CHHANJOLI,GEN,TILOK RAM,M,OBC
NAGAUR,JAYAL,CHHAPADA,GEN,BHUGANA RAM,M,OBC
NAGAUR,JAYAL,DEH,SC,LAXMAN RAM,M,SC
NAGAUR,JAYAL,DEHARI,GEN,MADAN LAL,M,OBC
NAGAUR,JAYAL,DHARNA,GEN,MANGI LAL,M,OBC
NAGAUR,JAYAL,DIDIYAKALAN,SCW,SITA DEVI,F,SCW
NAGAUR,JAYAL,DOTINA,OBC,MUKNA RAM,M,OBC
NAGAUR,JAYAL,DUGOLI,OBCW,BHANW ARI,F,OBCW
NAGAUR,JAYAL,DUNGAST AU,OBCW,SUMAN,F,OBCW
NAGAUR,JAYAL,GELOLI,GEN,BASTI RAM,M,OBC
NAGAUR,JAYAL,GORAU,SC,HAJARI RAM,M,SC
NAGAUR,JAYAL,GUGRILIY ALI,SC,AMAR CHAND,M,SC
NAGAUR,JAYAL,JALNIYASER,GEN,MAHAVEER SINGH,M,GEN
NAGAUR,JAYAL,JAYAL,GEN,MANI RAM,M,OBC
NAGAUR,JAYAL,JHADELI,GENW,GANGA,F,OBCW
NAGAUR,JAYAL,JOCHINA,GENW,SAPPU,F,OBCW
NAGAUR,JAYAL,KAMEDIY A,OBC,BHOLI DEVI,F,OBCW
NAGAUR,JAYAL,KATHOTI,SCW,KISTURI,F,SCW
NAGAUR,JAYAL,KHATUKALAN,GEN,DHANRAJ,M,GEN
NAGAUR,JAYAL,KHEROT,GENW,SAVITRI DEVI,F,OBCW
NAGAUR,JAYAL,KYHIYALA,OBC,MAHIPAL,M,OBC
NAGAUR,JAYAL,LUNASARA,OBC,HEM RAM,M,OBC
NAGAUR,JAYAL,MANGLOD,GEN,MAHIPAL,M,OBC
NAGAUR,JAYAL,P AHARDAOD,GENW,SUW A,F,OBCW
NAGAUR,JAYAL,PINDIY A,GENW,HEM KANWAR,F,GENW
NAGAUR,JAYAL,RAJOD,GEN,MAADHU SINGH,M,GEN
NAGAUR,JAYAL,RATANGA,GENW,BHANWAR KANWAR,F,GENW
NAGAUR,JAYAL,ROHINA,OBCW,NANI DEVI,F,OBCW
NAGAUR,JAYAL,ROL,GEN,RAM KUNWAR,M,OBC
NAGAUR,JAYAL,RONTU,OBCW,BHANW ARI,F,OBCW
NAGAUR,JAYAL,ROOPATHAL,SC,KUSHAL RAM,M,SC
NAGAUR,JAYAL,SANDILAY,SCW,GEET A,F,SCW
NAGAUR,JAYAL,SOMNA,GENW,MANOJ,F,OBCW
NAGAUR,JAYAL,SONELI,GENW,SARJU,F,OBCW
NAGAUR,JAYAL,SURP ALIY A,GEN,MANGLA RAM,M,OBC
NAGAUR,JAYAL,TANGALA,SCW,KAMLI,F,SCW
NAGAUR,JAYAL,TANVARA,GENW,PATASI,F,OBCW
NAGAUR,JAYAL,TARNAU,SC,SITA RAM,M,SC
NAGAUR,KUCHAMANCITY,ADAKSAR,SCW,BHAGWATI DEVI,F,SCW
NAGAUR,KUCHAMANCITY,ANANDPURA,OBCW,BHANWARI DEVI,F,OBCW
NAGAUR,KUCHAMANCITY,BARJAN,GENW,SANTOSH,F,OBCW
NAGAUR,KUCHAMANCITY,BHAGW ANPURA,SC,BHANWAR LAL REGAR,M,SC
NAGAUR,KUCHAMANCITY,BHANVT A,GEN,DILIP SINGH,M,GEN
NAGAUR,KUCHAMANCITY,BHUNI,SCW,LADA DEVI,F,SCW
NAGAUR,KUCHAMANCITY,CHARNAW AS,OBC,KANA RAM,M,OBC
NAGAUR,KUCHAMANCITY,CHAVANDIYA,SC,GHASI RAM,M,SC
NAGAUR,KUCHAMANCITY,CHINTAWA,GENW,KELU KANWAR,F,GENW
NAGAUR,KUCHAMANCITY,CHOSL A,SCW,KAILASHI DEVI,F,SCW
NAGAUR,KUCHAMANCITY,DEEPURA,OBC,GHASI RAM,M,OBC
NAGAUR,KUCHAMANCITY,DEOLI KALAN,SC,SHANKAR LAL,M,SC
NAGAUR,KUCHAMANCITY,GHATWA,SC,BHANWAR LAL,M,SC
NAGAUR,KUCHAMANCITY,GOVINDI,GENW,BHANW ARI,F,OBCW
NAGAUR,KUCHAMANCITY,GUDHA SALOT,GENW,MAGAN KANWAR,F,OBCW
NAGAUR,KUCHAMANCITY,HIRANI,GEN,RAGHUNATH RAM,M,OBC
NAGAUR,KUCHAMANCITY,HUNDIL,SCW,KANWARI DEVI,F,SCW
NAGAUR,KUCHAMANCITY,INDALI,GENW,VIMAL KANWAR,F,OBCW
NAGAUR,KUCHAMANCITY,INDOKHA,GEN,SHRIPAL,M,GEN
NAGAUR,KUCHAMANCITY,JABDINAGAR,GENW,DHANNI DEVI,F,OBCW
NAGAUR,KUCHAMANCITY,JEEJOT,GENW,MEERA,F,OBCW
NAGAUR,KUCHAMANCITY,JEENLIY A,GENW,SANTOSH,F,GENW
NAGAUR,KUCHAMANCITY,KHAKDKHI,GEN,PUSA RAM,M,OBC
NAGAUR,KUCHAMANCITY,KHARDIYA,GENW,BHANW ARI,F,OBCW
NAGAUR,KUCHAMANCITY,KHIRIY A,OBC,RAM LAL,M,OBC
NAGAUR,KUCHAMANCITY,KHORINDI,GEN,GOVIND RAM,M,GEN
NAGAUR,KUCHAMANCITY,KUKANW ALI,OBC,DHANNA RAM,M,OBC
NAGAUR,KUCHAMANCITY,LALASA,SC,MOHAN LAL,M,SC
NAGAUR,KUCHAMANCITY,LICHANA,GEN,OM SINGH,M,GEN
NAGAUR,KUCHAMANCITY,LUNAVA,OBCW,DEBU,F,OBCW
NAGAUR,KUCHAMANCITY,MAHARAJPURA,GENW,RENU,F,OBCW
NAGAUR,KUCHAMANCITY,MANDAW ARA,GENW,TINA KANWAR,F,GENW
NAGAUR,KUCHAMANCITY,MAROTH,OBC,CHUNNI LAL,M,OBC
NAGAUR,KUCHAMANCITY,MEENDA,SC,MOOLI DEVI,F,SCW
NAGAUR,KUCHAMANCITY,MEETHDI,GENW,FULA DEVI,F,GENW
NAGAUR,KUCHAMANCITY,MUNDGHOSAI,ST,BADRI NARAYAN,M,ST
NAGAUR,KUCHAMANCITY,MUW ANA,GEN,MANJU KANWAR,F,GENW
NAGAUR,KUCHAMANCITY,NALOT,GENW,SHOHANI,F,OBCW
NAGAUR,KUCHAMANCITY,NANGW ADA,OBCW,VIML A,F,OBCW
NAGAUR,KUCHAMANCITY,NARA Y ANPURA,GEN,DAMODAR,M,OBC
NAGAUR,KUCHAMANCITY,PANCHAWA,GEN,DILIP SINGH,M,GEN
NAGAUR,KUCHAMANCITY,PANCHOTA,OBC,HUKMA RAM,M,OBC
NAGAUR,KUCHAMANCITY,PAREVADI,GEN,GOVIND RAM,M,OBC
NAGAUR,KUCHAMANCITY,PLADA,OBCW,NATHI DEVI,F,OBCW
NAGAUR,KUCHAMANCITY,PREMPURA,GEN,AMAR SINGH,M,GEN
NAGAUR,KUCHAMANCITY,RAJLIYA,GEN,MEGH SINGH,M,OBC
NAGAUR,KUCHAMANCITY,RASAL,GEN,BHAGWAN SINGH,M,GEN
NAGAUR,KUCHAMANCITY,RUPPURA,OBCW,CHHOTI DEVI,F,OBCW
NAGAUR,KUCHAMANCITY,SARGOTH PADAMPURA,GEN,JAGDISH PRASAD,M,GEN
NAGAUR,KUCHAMANCITY,SHIMBHUPURA,GENW,DAMALI DEVI,F,SCW
NAGAUR,KUCHAMANCITY,SHIV,SCW,GOMALI,F,SCW
NAGAUR,KUCHAMANCITY,SHYAMGARH,GEN,HARI RAM GURJAR,M,OBC
NAGAUR,KUCHAMANCITY,SOLAYA,OBCW,RAJA,F,OBCW
NAGAUR,KUCHAMANCITY,TODAS,GEN,OM SINGH CHOUDHARY,M,OBC
NAGAUR,KUCHAMANCITY,UGARPURA,GENW,SANTOSH CHOUDHARY,F,OBCW
NAGAUR,LADNU,AASOTA,SC,NATHU RAM,M,SC
NAGAUR,LADNU,BAKALIY A,SC,GOPAL RAM,M,SC
NAGAUR,LADNU,BALDU,GENW,SUW A,F,OBCW
NAGAUR,LADNU,BALSAMAND,OBC,BHANWAR LAL,M,OBC
NAGAUR,LADNU,CHANDARAI,GENW,GEETA DEVI,F,OBCW
NAGAUR,LADNU,CHHAPARA,OBCW,LALITA,F,OBCW
NAGAUR,LADNU,DHENGSARI,GENW,INDRA,F,OBCW
NAGAUR,LADNU,DHYAWA,OBC,RAMESHWAR LAL,M,OBC
NAGAUR,LADNU,DUJAR,SC,ARJUN RAM,M,SC
NAGAUR,LADNU,GENADA,GENW,LALI,F,OBCW
NAGAUR,LADNU,GHIRODA MEETHA,OBCW,BHANWARI BANO,F,OBCW
NAGAUR,LADNU,HUDAS,GEN,KALU SINGH,M,GEN
NAGAUR,LADNU,INDRAPURA,SCW,BHUGANI,F,SCW
NAGAUR,LADNU,JASW ANTGARH,GEN,KANHAIYA LAL,M,GEN
NAGAUR,LADNU,KASUMBI ALIPUR,GEN,PURNA RAM,M,OBC
NAGAUR,LADNU,KHAMIYAD,OBC,NATHI,F,OBCW
NAGAUR,LADNU,LACHHADI,GEN,NARENDRA SINGH,M,GEN
NAGAUR,LADNU,LEADI,GENW,T ARAMANI,F,GENW
NAGAUR,LADNU,MANGALPURA,SCW,BHANW ARI,F,SCW
NAGAUR,LADNU,MEETHDI,GEN,BHAGWANI RAM,M,GEN
NAGAUR,LADNU,NIMBI JODHA,GEN,JABAR SINGH,M,OBC
NAGAUR,LADNU,ODDENT,GEN,MANARAM,M,SC
NAGAUR,LADNU,RATAU,SC,RAMKARAN,M,SC
NAGAUR,LADNU,REENGAN,GENW,SITA,F,OBCW
NAGAUR,LADNU,RODU,GENW,RAJ KANWAR,F,GENW
NAGAUR,LADNU,SANVARDA,GENW,OM KANWAR,F,GENW
NAGAUR,LADNU,SARDI,OBC,HARJI RAM,M,OBC
NAGAUR,LADNU,SENW A,OBCW,DEVALI,F,OBCW
NAGAUR,LADNU,SILANWAD,GENW,RAMPYARI,F,OBCW
NAGAUR,LADNU,SUNARI,GEN,BHANWAR LAL,M,OBC
NAGAUR,LADNU,TANWARA,GEN,GORDHAN RAM,M,OBC
NAGAUR,LADNU,UDRASAR,SCW,JETU DEVI,F,SCW
NAGAUR,MAKRANA,AASRIWA,GENW,SUMAN KANWER,F,OBCW
NAGAUR,MAKRANA,ALTAWA,OBC,MOHAN RAM,M,OBC
