District,PanchayatSamiti,NameOfGramPanchyat,CategoryOfGramPanchyat
BARMER,RAMSAR,Jhakdo Ka Tala,OBC (Woman)
BARMER,RAMSAR,KANTAL KA PAR,General (Woman)
BARMER,RAMSAR,KHADEEN,General
BARMER,RAMSAR,Khara Rahaodan,OBC
BARMER,RAMSAR,Khariya Rahaodan,General (Woman)
BARMER,RAMSAR,Mekran Wala (R),OBC
BARMER,RAMSAR,Padaiya,OBC
BARMER,RAMSAR,PADHI KA PAR,ST (Woman)
BARMER,RAMSAR,RAMSAR,General
BARMER,RAMSAR,Sajjan Ka Par,SC (Woman)
BARMER,RAMSAR,SETRAU,General (Woman)
BARMER,RAMSAR,SINHANI,General (Woman)
BARMER,RAMSAR,Siyie,ST
BARMER,RAMSAR,Surali,OBC (Woman)
BARMER,RAMSAR,Tamaliyar,OBC (Woman)
PALI,RANI,BALRAI,OBC
PALI,RANI,BHADARLAU,SC
PALI,RANI,BIJOWA,General (Woman)
PALI,RANI,BUSI,General (Woman)
PALI,RANI,CHANCHORI,General
PALI,RANI,DEVALI PABUJI,SC
PALI,RANI,DHARIYA,General (Woman)
PALI,RANI,GAJANIPURA,OBC
PALI,RANI,INDARWARA,OBC (Woman)
PALI,RANI,ITANDRA CHARNAN,OBC (Woman)
PALI,RANI,ITANDRA MERTIYAN,General
PALI,RANI,JAWALI,General
PALI,RANI,JIVAND KALAN,SC (Woman)
PALI,RANI,KERALI,SC (Woman)
PALI,RANI,KHINWARA,OBC
PALI,RANI,KHOD,General (Woman)
PALI,RANI,KIRVA,General (Woman)
PALI,RANI,KISHAN PURA,General (Woman)
PALI,RANI,MANDAL,OBC
PALI,RANI,NADANA BHATAN,OBC (Woman)
PALI,RANI,NIMBARA,General (Woman)
PALI,RANI,NIPAL,ST
PALI,RANI,RANI GAON,General
PALI,RANI,SALRIYA,General
PALI,RANI,SANWALTA,SC (Woman)
PALI,RANI,SIWAS,General
PALI,RANI,VANDAR,SC
PALI,RANI,VARKANA,General (Woman)
PALI,RANI,PILOWANI,General
JALORE,RANIWARA,AAKHRAD,ST (Woman)
JALORE,RANIWARA,AJODER,SC
JALORE,RANIWARA,Aladiya,SC
JALORE,RANIWARA,BADGAON,General (Woman)
JALORE,RANIWARA,Bamanwara,SC
JALORE,RANIWARA,CHATVADA,General
JALORE,RANIWARA,CHITRODI,OBC
JALORE,RANIWARA,DAIPUR,General (Woman)
JALORE,RANIWARA,DANTWADA,OBC (Woman)
JALORE,RANIWARA,DHAMSIN,SC
JALORE,RANIWARA,DHANOL,SC (Woman)
JALORE,RANIWARA,DUNGRI,General
JALORE,RANIWARA,GANG,General (Woman)
JALORE,RANIWARA,JALARA KHURD,General (Woman)
JALORE,RANIWARA,JHAKHEDI,SC (Woman)
JALORE,RANIWARA,JODVAS,SC (Woman)
JALORE,RANIWARA,KAGMALA,General
JALORE,RANIWARA,KERDA,General
JALORE,RANIWARA,KERVADA,General
JALORE,RANIWARA,KODKA,General (Woman)
JALORE,RANIWARA,KUDA,General (Woman)
JALORE,RANIWARA,Maitrivada,General (Woman)
JALORE,RANIWARA,MALVADA,General
JALORE,RANIWARA,MEDA,General
JALORE,RANIWARA,Rampura (R),ST
JALORE,RANIWARA,RANIVADA KALA,ST (Woman)
JALORE,RANIWARA,RANIVADA KHURD,OBC (Woman)
JALORE,RANIWARA,RATANPUR,General (Woman)
JALORE,RANIWARA,SILASAN,OBC
JALORE,RANIWARA,SURAJVADA,General
JALORE,RANIWARA,Tavidar (R),ST
JALORE,RANIWARA,VANDHAR,ST
CHITTORGARH,GANGRAR,SONIYANA,General (Woman)
CHITTORGARH,GANGRAR,SUDRI,OBC (Woman)
CHITTORGARH,BHADESAR,SUKHWADA,General
CHITTORGARH,KAPASAN,SURPUR,General (Woman)
CHITTORGARH,GANGRAR,SUVANIYA,OBC
CHITTORGARH,BEGUN,SUWANIYA,ST (Woman)
CHITTORGARH,NIMBAHERA,TAI,General (Woman)
CHITTORGARH,BHAINSRORGARH,TAMBOLIYA,ST
CHITTORGARH,BHOPALSAGAR,TANA,General (Woman)
CHITTORGARH,BEGUN,THUKARAI,General (Woman)
CHITTORGARH,BHAINSRORGARH,TOLO KA LUHARIYA,General
CHITTORGARH,CHITTORGARH,TUMBADIYA,General
CHITTORGARH,GANGRAR,TUMBADIYA,OBC (Woman)
CHITTORGARH,KAPASAN,TURKIYA KHURD,SC (Woman)
CHITTORGARH,KAPASAN,UCHANARKHURD,OBC (Woman)
CHITTORGARH,CHITTORGARH,UDAPURA,General (Woman)
CHITTORGARH,KAPASAN,UMAND,General
CHITTORGARH,RASHMI,UNCHA,General (Woman)
CHITTORGARH,GANGRAR,UNDWA,General
CHITTORGARH,NIMBAHERA,UNKHALIYA,General
CHITTORGARH,RASHMI,UPREDA,OBC
CHITTORGARH,BHOPALSAGAR,USROL,SC
CHITTORGARH,BARISADRI,VINAYAKA,General
CHURU,RATANGARH,ALSAR,SC
CHURU,RATANGARH,BHERPALSAR LADKHANIYAN,General
CHURU,RATANGARH,GORISAR,SC (Woman)
CHURU,RATANGARH,Hamusar,General (Woman)
CHURU,RATANGARH,Hudera Aguna,SC (Woman)
CHURU,RATANGARH,LADHASAR,General (Woman)
CHURU,RATANGARH,LUNCHH,SC
CHURU,RATANGARH,MELUSAR,General (Woman)
CHURU,RATANGARH,RATANSARA,OBC
CHURU,RATANGARH,SANGASAR,General
CHURU,RATANGARH,SIMSIYA BIDAWTAN,SC
CHURU,RATANGARH,TIDIYASAR,SC (Woman)
CHURU,RATANGARH,BACHHRARA BADA,OBC (Woman)
CHURU,RATANGARH,BHANUDA BIDAVTAN,SC
CHURU,RATANGARH,Bhavnadesar,General
CHURU,RATANGARH,BHUKHREDI,General (Woman)
CHURU,RATANGARH,BINADESAR BITHAWAN,General (Woman)
CHURU,RATANGARH,BIRAMSAR,OBC (Woman)
CHURU,RATANGARH,Budhwali,OBC (Woman)
CHURU,RATANGARH,DAUDSAR,General (Woman)
CHURU,RATANGARH,GOGASAR,OBC (Woman)
CHURU,RATANGARH,GOLSAR,General
CHURU,RATANGARH,JAINDWA,General (Woman)
CHURU,RATANGARH,Jegniya Bidawatan,SC
CHURU,RATANGARH,KANGAD,General
CHURU,RATANGARH,KANWARI,General
CHURU,RATANGARH,KUSUMDESAR,General (Woman)
CHURU,RATANGARH,LACHDSAR,General (Woman)
CHURU,RATANGARH,LOHA,OBC
CHURU,RATANGARH,MENASAR,OBC
CHURU,RATANGARH,NOSARIYA,General (Woman)
CHURU,RATANGARH,NUNWA,OBC
CHURU,RATANGARH,Pabusar,General (Woman)
CHURU,RATANGARH,PADIHARA,General
CHURU,RATANGARH,PARASNAU,General
CHURU,RATANGARH,RATNADESAR,General
CHURU,RATANGARH,Sehla,General
CHURU,RATANGARH,SIKRALI,General
CHURU,RATANGARH,SITSAR,SC (Woman)
HANUMANGARH,RAWATSAR,15-16 KWD,General
HANUMANGARH,RAWATSAR,22 AG,OBC
HANUMANGARH,RAWATSAR,25 RWD LALPURA,General
HANUMANGARH,RAWATSAR,29 DWD,OBC
HANUMANGARH,RAWATSAR,4 CYM,OBC
HANUMANGARH,RAWATSAR,4 DWM,General (Woman)
HANUMANGARH,RAWATSAR,6-7DWD,SC
HANUMANGARH,RAWATSAR,99 RD,OBC (Woman)
HANUMANGARH,RAWATSAR,BARAMSAR,SC
HANUMANGARH,RAWATSAR,BHAKHARANWALA (10KWD),General (Woman)
HANUMANGARH,RAWATSAR,BHERUSARI,SC (Woman)
HANUMANGARH,RAWATSAR,BISRASAR,General (Woman)
HANUMANGARH,RAWATSAR,BUDHAWALIA,SC (Woman)
HANUMANGARH,RAWATSAR,CHAIYA (1 CYM),SC
HANUMANGARH,RAWATSAR,DANIYA SAR,General (Woman)
HANUMANGARH,RAWATSAR,DHANDU SAR,General
HANUMANGARH,RAWATSAR,DHANNASAR,General (Woman)
HANUMANGARH,RAWATSAR,GANDHELI,OBC
HANUMANGARH,RAWATSAR,HARDASWALI,General (Woman)
HANUMANGARH,RAWATSAR,JHEDASAR,SC
HANUMANGARH,RAWATSAR,KANWANI,General
HANUMANGARH,RAWATSAR,KELANIYAN,SC
HANUMANGARH,RAWATSAR,KHEDASARI,General
HANUMANGARH,RAWATSAR,KHODAN,General
HANUMANGARH,RAWATSAR,MALASAR,OBC (Woman)
HANUMANGARH,RAWATSAR,MAYLA,SC (Woman)
HANUMANGARH,RAWATSAR,MODHUNAGAR,OBC
HANUMANGARH,RAWATSAR,MOTER,SC
HANUMANGARH,RAWATSAR,NAIYASAR,OBC (Woman)
HANUMANGARH,RAWATSAR,NEOLAKHI,SC (Woman)
HANUMANGARH,RAWATSAR,NIRWAL,General (Woman)
HANUMANGARH,RAWATSAR,PALLU,General (Woman)
HANUMANGARH,RAWATSAR,POHARKA,General (Woman)
HANUMANGARH,RAWATSAR,PURABSAR,SC (Woman)
HANUMANGARH,RAWATSAR,RAMPURA MATORIA,General (Woman)
HANUMANGARH,RAWATSAR,SARDARPURA KHALASA,General
SIROHI,REODAR,ANADARA,General (Woman)
SIROHI,REODAR,BANT,General (Woman)
SIROHI,REODAR,BHATANA,General
SIROHI,REODAR,BHERUGARH,General
SIROHI,REODAR,DABANI,General
SIROHI,REODAR,DAK,General (Woman)
SIROHI,REODAR,DANTARI,SC (Woman)
SIROHI,REODAR,DATTANI,General
SIROHI,REODAR,DHAN,ST
SIROHI,REODAR,DHAVALI,General (Woman)
SIROHI,REODAR,DOLPURA,General (Woman)
SIROHI,REODAR,GULABGANJ,SC (Woman)
SIROHI,REODAR,GUNDAWARA,General
SIROHI,REODAR,Harani Amarpura,ST (Woman)
SIROHI,REODAR,JEERAVAL,SC
SIROHI,REODAR,JETAWARA,SC
SIROHI,REODAR,JOLPUR,General
SIROHI,REODAR,LUNOL,General (Woman)
SIROHI,REODAR,MAGARIWARA,ST
SIROHI,REODAR,MAKAVAL,ST (Woman)
SIROHI,REODAR,MANDAR,General
SIROHI,REODAR,MAROL,General (Woman)
SIROHI,REODAR,NAGANI,SC (Woman)
SIROHI,REODAR,NIMBAJ,SC (Woman)
SIROHI,REODAR,PADAR,OBC (Woman)
SIROHI,REODAR,PAMERA,SC (Woman)
SIROHI,REODAR,PEETHAPURA,SC (Woman)
SIROHI,REODAR,POSITARA,SC
SIROHI,REODAR,RAIPUR,SC
SIROHI,REODAR,REODAR,General
SIROHI,REODAR,ROHUA,General (Woman)
SIROHI,REODAR,SELWARA,ST
SIROHI,REODAR,SIRODI,General
SIROHI,REODAR,SONELA,SC
SIROHI,REODAR,SORDA,SC
SIROHI,REODAR,Sunwada,SC
SIROHI,REODAR,UDAWARIYA,General
SIROHI,REODAR,VARMAN,General (Woman)
SIROHI,REODAR,VASAN,General (Woman)
NAGAUR,RIYAN,ARNIYALA,OBC (Woman)
NAGAUR,RIYAN,BADYALI,General
NAGAUR,RIYAN,BAGGAD,SC (Woman)
NAGAUR,RIYAN,BEEJATHAL,General
NAGAUR,RIYAN,BHAWAL,SC
NAGAUR,RIYAN,CHANDIYA KALAN,OBC
NAGAUR,RIYAN,CHUNDIYA,General (Woman)
NAGAUR,RIYAN,GAWARDI,General (Woman)
NAGAUR,RIYAN,JADAUKALAN,SC
NAGAUR,RIYAN,JASNAGAR,General
NAGAUR,RIYAN,JASWANTABAD,OBC (Woman)
NAGAUR,RIYAN,JATAWAS,General (Woman)
NAGAUR,RIYAN,JHINDIYA,General
NAGAUR,RIYAN,LAMPOLAI,General (Woman)
NAGAUR,RIYAN,MEDAS,SC
NAGAUR,RIYAN,PADU KHURD,OBC
NAGAUR,RIYAN,PADUKALAN,General (Woman)
NAGAUR,RIYAN,RIYABADI,General
NAGAUR,RIYAN,ROHISA,General (Woman)
NAGAUR,RIYAN,SESRA,SC (Woman)
PALI,ROHAT,BHAKARIWALA,OBC
PALI,ROHAT,BITHU,General (Woman)
PALI,ROHAT,CHENDA,OBC
PALI,ROHAT,CHOTILA,General (Woman)
PALI,ROHAT,DHABAR,OBC
PALI,ROHAT,DHOLERIA SHASAN,OBC (Woman)
PALI,ROHAT,DIWANDI,General (Woman)
PALI,ROHAT,GADWADA,SC
PALI,ROHAT,GELAWAS,General (Woman)
PALI,ROHAT,JHITRA,General
PALI,ROHAT,KALALI,SC
PALI,ROHAT,KHANDI,SC
PALI,ROHAT,KHARDA,SC (Woman)
PALI,ROHAT,KHUNDAWAS,General
PALI,ROHAT,KULTHANA,SC (Woman)
PALI,ROHAT,MANDAWAS,General (Woman)
PALI,ROHAT,NIMBALI URRA,General (Woman)
PALI,ROHAT,RANA,OBC (Woman)
PALI,ROHAT,ROHAT,General
PALI,ROHAT,SANWALTA KALAN,General
PALI,ROHAT,SINGARI,General (Woman)
PALI,ROHAT,SONAI LAKHA,General
PALI,ROHAT,VAYAD,ST
BHARATPUR,ROOPWAS,BHAWANPURA,SC (Woman)
BHARATPUR,ROOPWAS,BINUA,SC
BHARATPUR,ROOPWAS,Burana,General
BHARATPUR,ROOPWAS,CHOKORA,General
BHARATPUR,ROOPWAS,DAHINAGAON,General
BHARATPUR,ROOPWAS,DHANA,OBC
BHARATPUR,ROOPWAS,DORANDA,OBC (Woman)
BHARATPUR,ROOPWAS,DUMARIYA,SC (Woman)
BHARATPUR,ROOPWAS,IBRAHIMPUR,SC
BHARATPUR,ROOPWAS,JATMASI,OBC (Woman)
BHARATPUR,ROOPWAS,JOTROLI,OBC
BHARATPUR,ROOPWAS,Kanjauli,SC (Woman)
BHARATPUR,ROOPWAS,KHANSURAJPUR,General
BHARATPUR,ROOPWAS,KHANUA,OBC (Woman)
BHARATPUR,ROOPWAS,KHEDATHAKUR,General (Woman)
BHARATPUR,ROOPWAS,MADAPURA,General
BHARATPUR,ROOPWAS,MADOLI,General (Woman)
BHARATPUR,ROOPWAS,Maertha,General (Woman)
BHARATPUR,ROOPWAS,MAHALPURCHURA,SC
BHARATPUR,ROOPWAS,Mahalpurkachhi,General (Woman)
BHARATPUR,ROOPWAS,MALONI,General (Woman)
BHARATPUR,ROOPWAS,MILSWA,General (Woman)
BHARATPUR,ROOPWAS,NAYAGAON,General (Woman)
BHARATPUR,ROOPWAS,NIBHARA,OBC
BHARATPUR,ROOPWAS,NOHARDA,General
BHARATPUR,ROOPWAS,ODELGADDI,SC
BHARATPUR,ROOPWAS,PAHADPUR,General
BHARATPUR,ROOPWAS,RUDAWAL,SC (Woman)
BHARATPUR,ROOPWAS,RUNDH ROOPBAS,General
BHARATPUR,ROOPWAS,Sajjanwas,OBC
BHARATPUR,ROOPWAS,SHAKKAPUR,General (Woman)
BHARATPUR,ROOPWAS,SIROND,General (Woman)
S. MADHOPUR,S.MADHOPUR,AJNOTI,ST
S. MADHOPUR,S.MADHOPUR,ANDA,ST (Woman)
S. MADHOPUR,S.MADHOPUR,BADOLAS,OBC
S. MADHOPUR,S.MADHOPUR,Bandha (B),ST (Woman)
S. MADHOPUR,S.MADHOPUR,BHADLAV,General (Woman)
S. MADHOPUR,S.MADHOPUR,BHURI PHARI,General
S. MADHOPUR,S.MADHOPUR,CHAKARI,ST
S. MADHOPUR,S.MADHOPUR,CHHARODDA,General
S. MADHOPUR,S.MADHOPUR,Dobda Kalan (B),General (Woman)
S. MADHOPUR,S.MADHOPUR,Dondari (B),SC (Woman)
S. MADHOPUR,S.MADHOPUR,DUNGRI,General
S. MADHOPUR,S.MADHOPUR,GAMBHIRA,General (Woman)
S. MADHOPUR,S.MADHOPUR,Gogor,SC
S. MADHOPUR,S.MADHOPUR,Himmatpura,SC
S. MADHOPUR,S.MADHOPUR,JADAVATA,ST (Woman)
S. MADHOPUR,S.MADHOPUR,JATVA KALA,General (Woman)
S. MADHOPUR,S.MADHOPUR,JEENAPUR,ST
S. MADHOPUR,S.MADHOPUR,KARMODA,General (Woman)
S. MADHOPUR,S.MADHOPUR,KHATUPURA,General
S. MADHOPUR,S.MADHOPUR,KHILCHIPUR,General
S. MADHOPUR,S.MADHOPUR,KUNDERA,General (Woman)
S. MADHOPUR,S.MADHOPUR,LORWARA,ST
S. MADHOPUR,S.MADHOPUR,MAINPURA,General
S. MADHOPUR,S.MADHOPUR,MAKHOLI,General (Woman)
S. MADHOPUR,S.MADHOPUR,NEEDARDA,ST (Woman)
S. MADHOPUR,S.MADHOPUR,OLWARA,ST
S. MADHOPUR,S.MADHOPUR,PADHANA,ST
S. MADHOPUR,S.MADHOPUR,RANWAL,ST (Woman)
S. MADHOPUR,S.MADHOPUR,SAILU,General (Woman)
S. MADHOPUR,S.MADHOPUR,SHERPUR,General
S. MADHOPUR,S.MADHOPUR,SHYAMPURA,General
S. MADHOPUR,S.MADHOPUR,Sinoli,ST (Woman)
S. MADHOPUR,S.MADHOPUR,SOORWAL,General (Woman)
S. MADHOPUR,S.MADHOPUR,SUNARI,General
S. MADHOPUR,S.MADHOPUR,ATOON KALAN,General (Woman)
S. MADHOPUR,S.MADHOPUR,Pachipalya (B),SC (Woman)
S. MADHOPUR,S.MADHOPUR,RAMDI,ST
DUNGARPUR,SABLA,Bhadaga,ST
DUNGARPUR,SABLA,BHEKHRED,ST
DUNGARPUR,SABLA,Bhodan Ka Bella,ST (Woman)
DUNGARPUR,SABLA,BODIGAMA BADA,ST
DUNGARPUR,SABLA,BODIGAMA CHHOTA,ST (Woman)
DUNGARPUR,SABLA,Bosi,ST (Woman)
DUNGARPUR,SABLA,DOLPURA,ST (Woman)
DUNGARPUR,SABLA,GAMDI,ST
DUNGARPUR,SABLA,Jhariyana,ST
DUNGARPUR,SABLA,KABJA,ST (Woman)
DUNGARPUR,SABLA,KHANAN,ST
DUNGARPUR,SABLA,LIMBATA,ST
DUNGARPUR,SABLA,LODAWAL,ST
DUNGARPUR,SABLA,MAL,ST
DUNGARPUR,SABLA,Methala,ST
DUNGARPUR,SABLA,MIYALI,ST
DUNGARPUR,SABLA,MUNGER,ST (Woman)
DUNGARPUR,SABLA,NANDLI AHADA,ST
DUNGARPUR,SABLA,NITHAUAWA,ST (Woman)
DUNGARPUR,SABLA,PACHLASA BADA,ST (Woman)
DUNGARPUR,SABLA,PACHLASA CHHOTA,ST
DUNGARPUR,SABLA,PAL NITHAUAWA,ST (Woman)
DUNGARPUR,SABLA,Patanpura,ST
DUNGARPUR,SABLA,PINDAWAL,ST (Woman)
DUNGARPUR,SABLA,REECHA,ST (Woman)
DUNGARPUR,SABLA,SABLA,ST
DUNGARPUR,SABLA,SANGOTHA,ST
DUNGARPUR,SABLA,SOLAJ,ST (Woman)
DUNGARPUR,SABLA,TALORA,ST (Woman)
DUNGARPUR,SABLA,VALAI,ST (Woman)
DUNGARPUR,SABLA,Vanvaasa,ST (Woman)
GANGANAGAR,SADULSAHAR,15 SPM CH - CHETRAMWALA,SC (Woman)
GANGANAGAR,SADULSAHAR,ALIPURA,General (Woman)
GANGANAGAR,SADULSAHAR,BAHARAMPURA BODLA,General
GANGANAGAR,SADULSAHAR,BANWALI,SC
GANGANAGAR,SADULSAHAR,BHAGSAR,OBC (Woman)
GANGANAGAR,SADULSAHAR,BUDHARWALI,General (Woman)
GANGANAGAR,SADULSAHAR,CHACKMAHARAJ KA,OBC
GANGANAGAR,SADULSAHAR,Chak Kera,OBC (Woman)
GANGANAGAR,SADULSAHAR,CHHAPAWALI,SC
GANGANAGAR,SADULSAHAR,DHARMSINGH WALA,General (Woman)
GANGANAGAR,SADULSAHAR,DUNGARSINGHPURA,SC
GANGANAGAR,SADULSAHAR,GADDARKHEDA,General
GANGANAGAR,SADULSAHAR,HAKMABAD,OBC
GANGANAGAR,SADULSAHAR,KARDWALA,General (Woman)
GANGANAGAR,SADULSAHAR,KHATSJAVAR,SC (Woman)
GANGANAGAR,SADULSAHAR,KHERUWALA,General
GANGANAGAR,SADULSAHAR,KILLANWALI,SC
GANGANAGAR,SADULSAHAR,LALGARH JATAN,SC (Woman)
GANGANAGAR,SADULSAHAR,MAMARAKHERA,General (Woman)
GANGANAGAR,SADULSAHAR,MANNIWALI,SC (Woman)
GANGANAGAR,SADULSAHAR,MORJAND KHARI,General
GANGANAGAR,SADULSAHAR,NARAYANGARH,General
GANGANAGAR,SADULSAHAR,NURPURA,SC (Woman)
GANGANAGAR,SADULSAHAR,PANNIWALI,General (Woman)
GANGANAGAR,SADULSAHAR,ROTANWALI,General
GANGANAGAR,SADULSAHAR,SARDARPURA JEEVAN,General (Woman)
GANGANAGAR,SADULSAHAR,TAKHARANWALI,SC
GANGANAGAR,SADULSAHAR,TAKHATHAJARA BAURIAN,General
DUNGARPUR,SAGWARA,AARA,ST (Woman)
DUNGARPUR,SAGWARA,BADGAMA,ST
DUNGARPUR,SAGWARA,BARBUDNIYA,ST
DUNGARPUR,SAGWARA,Ben,ST
DUNGARPUR,SAGWARA,BHASOR,ST
DUNGARPUR,SAGWARA,BHEELUNDA,ST
DUNGARPUR,SAGWARA,Bijawada,ST (Woman)
DUNGARPUR,SAGWARA,BUNCHIYA BADA,ST (Woman)
DUNGARPUR,SAGWARA,Chhani,ST
DUNGARPUR,SAGWARA,DECHA,ST (Woman)
DUNGARPUR,SAGWARA,Falated,ST (Woman)
DUNGARPUR,SAGWARA,Favta,ST
DUNGARPUR,SAGWARA,Gada Vejaniya,ST (Woman)
DUNGARPUR,SAGWARA,GADAJHUMJI,ST
DUNGARPUR,SAGWARA,GAMDA BAMNIYA,ST (Woman)
DUNGARPUR,SAGWARA,GAMDI DEVKI,ST
DUNGARPUR,SAGWARA,GHATOD,ST
DUNGARPUR,SAGWARA,Ghodapala,ST (Woman)
DUNGARPUR,SAGWARA,GOVADI,ST (Woman)
DUNGARPUR,SAGWARA,HADMALA (VANORI),ST (Woman)
DUNGARPUR,SAGWARA,JETHANA,ST (Woman)
DUNGARPUR,SAGWARA,Jhakri,ST (Woman)
DUNGARPUR,SAGWARA,KAHELA,ST (Woman)
DUNGARPUR,SAGWARA,KARADA,ST (Woman)
DUNGARPUR,SAGWARA,KARIYANA,ST
DUNGARPUR,SAGWARA,KHADGADA,ST (Woman)
DUNGARPUR,SAGWARA,Kishanpura,ST
DUNGARPUR,SAGWARA,KOKAPURA,ST (Woman)
DUNGARPUR,SAGWARA,MANDAWA,ST
DUNGARPUR,SAGWARA,NANDOD,ST (Woman)
DUNGARPUR,SAGWARA,Navagaon,ST
DUNGARPUR,SAGWARA,Nokhna,ST (Woman)
DUNGARPUR,SAGWARA,OBRI,ST
DUNGARPUR,SAGWARA,OOD,ST
DUNGARPUR,SAGWARA,PADARADI BADI,ST (Woman)
DUNGARPUR,SAGWARA,PADAWA,ST
DUNGARPUR,SAGWARA,Padla Haadliya,ST
DUNGARPUR,SAGWARA,PADRA,ST (Woman)
DUNGARPUR,SAGWARA,PARDA SARODA,ST
DUNGARPUR,SAGWARA,PIPALAGUNJ,ST (Woman)
DUNGARPUR,SAGWARA,RANOLI,ST
DUNGARPUR,SAGWARA,SAMLIYA PANDIYA,ST (Woman)
DUNGARPUR,SAGWARA,SARODA,ST
DUNGARPUR,SAGWARA,SELOTA,ST
DUNGARPUR,SAGWARA,SEMLIYA,ST
DUNGARPUR,SAGWARA,Sukhapadar,ST
DUNGARPUR,SAGWARA,TAMTIYA,ST (Woman)
DUNGARPUR,SAGWARA,THARKADA,ST
DUNGARPUR,SAGWARA,VAGERI,ST
DUNGARPUR,SAGWARA,Vamasa,ST (Woman)
DUNGARPUR,SAGWARA,VARDA,ST (Woman)
DUNGARPUR,SAGWARA,VARSINGPUR,ST
DUNGARPUR,SAGWARA,VIRAT,ST (Woman)
JAIPUR,SAHAPURA,AMARSAR,General (Woman)
JAIPUR,SAHAPURA,BADI ZODHI,General
JAIPUR,SAHAPURA,BIDARA,General
JAIPUR,SAHAPURA,BILANDPURA,General
JAIPUR,SAHAPURA,BISHANGARH,OBC
JAIPUR,SAHAPURA,CHHARSA,General
JAIPUR,SAHAPURA,Chimanpura,OBC
JAIPUR,SAHAPURA,DEVAN,General
JAIPUR,SAHAPURA,DEVIPURA,General
JAIPUR,SAHAPURA,DHANOTA,General (Woman)
JAIPUR,SAHAPURA,DHAVLI,General (Woman)
JAIPUR,SAHAPURA,GHASIPURA,OBC (Woman)
JAIPUR,SAHAPURA,GOVINDPURA BASDI,General (Woman)
JAIPUR,SAHAPURA,HANUTIYA,ST
JAIPUR,SAHAPURA,HANUTPURA,OBC (Woman)
JAIPUR,SAHAPURA,JAGATPURA,General (Woman)
JAIPUR,SAHAPURA,KANT,General
JAIPUR,SAHAPURA,KHORA LADKHANI,General
JAIPUR,SAHAPURA,KHORI,SC (Woman)
JAIPUR,SAHAPURA,KIRIRI,SC
JAIPUR,SAHAPURA,MAHARKHURD,OBC
JAIPUR,SAHAPURA,Mamatori Kalan,SC
JAIPUR,SAHAPURA,MANOHARPUR,OBC (Woman)
JAIPUR,SAHAPURA,MURLIPURA,General
JAIPUR,SAHAPURA,NATHAWALA,General (Woman)
JAIPUR,SAHAPURA,NAVALPURA,General (Woman)
JAIPUR,SAHAPURA,NAYA BAS,General (Woman)
JAIPUR,SAHAPURA,NAYAN,General (Woman)
JAIPUR,SAHAPURA,NITARA LET AK ABAS,ST (Woman)
JAIPUR,SAHAPURA,Nithara (R),SC (Woman)
JAIPUR,SAHAPURA,Piplod Narayan,SC
JAIPUR,SAHAPURA,RADAWAS,General
JAIPUR,SAHAPURA,SAIWAD,General
JAIPUR,SAHAPURA,SHIVSINGHPURA,SC (Woman)
JAIPUR,SAHAPURA,SURANA,General (Woman)
JAIPUR,SAHAPURA,Todi,OBC
JAIPUR,SAHAPURA,Udavala,OBC (Woman)
BHILWARA,SAHARA,AAMLI,General (Woman)
BHILWARA,SAHARA,ARNIYA,General (Woman)
BHILWARA,SAHARA,BHARAK,General
BHILWARA,SAHARA,BHUNAS,General (Woman)
BHILWARA,SAHARA,CHAVANDIYA,General (Woman)
BHILWARA,SAHARA,CHHEDKHERA,OBC (Woman)
BHILWARA,SAHARA,DELANA,ST
BHILWARA,SAHARA,DHOSAR,OBC (Woman)
BHILWARA,SAHARA,GANESHPURA,General (Woman)
BHILWARA,SAHARA,GOVLIYA,General
BHILWARA,SAHARA,KANGANI,General
BHILWARA,SAHARA,KHAKHLA,General
BHILWARA,SAHARA,KOSHITHAL,SC
BHILWARA,SAHARA,LAKOHLA,ST (Woman)
BHILWARA,SAHARA,MAHENDRAGARH,General (Woman)
BHILWARA,SAHARA,MAJHAWAS,SC
BHILWARA,SAHARA,NAGEDIYAKHEDA,OBC (Woman)
BHILWARA,SAHARA,NANDSHA,General (Woman)
BHILWARA,SAHARA,POTLA,SC (Woman)
BHILWARA,SAHARA,SAHADA,SC (Woman)
BHILWARA,SAHARA,SALERA,General
BHILWARA,SAHARA,SARGAON,General
BHILWARA,SAHARA,SATLIYAS,General (Woman)
BHILWARA,SAHARA,SHIVRATI,OBC
BHILWARA,SAHARA,SONIYANA,General
BHILWARA,SAHARA,SURAWAS,OBC
BHILWARA,SAHARA,ULLAI,OBC
BHILWARA,SAHARA,UMMEDPURA,SC
DHOLPUR,SAIPAU,BHADIYANA,SC
DHOLPUR,SAIPAU,CHITORA,SC
DHOLPUR,SAIPAU,DONARI,General
DHOLPUR,SAIPAU,GHADICHTOLA,SC (Woman)
DHOLPUR,SAIPAU,Hajipura (G),OBC (Woman)
DHOLPUR,SAIPAU,KANASIL,General (Woman)
DHOLPUR,SAIPAU,KANTHERI,General
DHOLPUR,SAIPAU,KARIMPUR,OBC
DHOLPUR,SAIPAU,KOLARI,General (Woman)
DHOLPUR,SAIPAU,KUKRAMANKERA,General
DHOLPUR,SAIPAU,KURANDIA,SC
DHOLPUR,SAIPAU,MALONIPANWAR,General
DHOLPUR,SAIPAU,MANPUR,General (Woman)
DHOLPUR,SAIPAU,MUSALPUR,SC (Woman)
