sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,gp_new_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,dist
5602,JALORE,BHEENMAL,BHAGALBHIM,General (Woman),MAMTA,NA,General (Woman),bhagalbhim,JALORE,BHINMAL,JALOREBHINMALbhagalbhim,5306,JALORE,BHINMAL,BHAGALBHIM,SC,MASRA RAM,MALE,SC,bhagalbhim,JALORE,BHINMAL,NA,JALOREBHINMALbhagalbhim,5176,JALORE,BHINMAL,BHAGALBHIM,OBC,MASHARA RAM,M,OBC,bhagalbhim,JALORE,BHINMAL,JALOREBHINMALbhagalbhim,0,NA,0
5603,JALORE,BHEENMAL,BHAGALSEPHT A,General (Woman),REKHA KANWAR,NA,General (Woman),bhagalsepht a,JALORE,BHINMAL,JALOREBHINMALbhagalsepht a,5305,JALORE,BHINMAL,BHAGAL SEPTA,OBC,HARJIRAM CHOUDHARY,MALE,OBC,bhagalsephta,JALORE,BHINMAL,NA,JALOREBHINMALbhagalsephta,5177,JALORE,BHINMAL,BHAGALSEPHT A,GEN,DINESH KUMAR JAIN,M,GEN,bhagalsephta,JALORE,BHINMAL,JALOREBHINMALbhagalsephta,0,NA,1
5604,JALORE,BHEENMAL,BHALANI,SC,AMBHA RAM MEGHWAL,NA,SC,bhalani,JALORE,BHINMAL,JALOREBHINMALbhalani,5307,JALORE,BHINMAL,BHALNI,GEN W,JHAMKU DEVI,FEMALE,OBC,bhalani,JALORE,BHINMAL,NA,JALOREBHINMALbhalani,5178,JALORE,BHINMAL,BHALANI,GEN,JHAMU DEVI,F,GENW,bhalani,JALORE,BHINMAL,JALOREBHINMALbhalani,0,NA,0
5605,JALORE,BHEENMAL,BORTA,General,AASHURAM DEVASI,NA,OBC,borta,JALORE,BHINMAL,JALOREBHINMALborta,5308,JALORE,BHINMAL,BORTA,GEN,AASU RAM,MALE,OBC,borta,JALORE,BHINMAL,NA,JALOREBHINMALborta,5179,JALORE,BHINMAL,BORTA,ST,BABU RAM,M,ST,borta,JALORE,BHINMAL,JALOREBHINMALborta,0,NA,0
5606,JALORE,BHEENMAL,CHAINPURA,OBC (Woman),PAVANI,NA,OBC (Woman),chainpura,JALORE,BHINMAL,JALOREBHINMALchainpura,5309,JALORE,BHINMAL,CHAINPURA,SC,HAKMA RAM,MALE,SC,chainpura,JALORE,BHINMAL,NA,JALOREBHINMALchainpura,5180,JALORE,BHINMAL,CHAINPURA,ST,SANKALA RAM,M,ST,chainpura,JALORE,BHINMAL,JALOREBHINMALchainpura,0,NA,0
5607,JALORE,BHEENMAL,DANTIVAS,General,CHENARAJ,NA,OBC,dantivas,JALORE,BHINMAL,JALOREBHINMALdantivas,5311,JALORE,BHINMAL,DATIWAS,OBC,POONMA RAM,MALE,OBC,dantivas,JALORE,BHINMAL,NA,JALOREBHINMALdantivas,5181,JALORE,BHINMAL,DANTIVAS,GENW,HEER KANWAR,F,GENW,dantivas,JALORE,BHINMAL,JALOREBHINMALdantivas,0,NA,0
5608,JALORE,BHEENMAL,DASPA,OBC,HEM SINGH,NA,OBC,daspa,JALORE,BHINMAL,JALOREBHINMALdaspa,5310,JALORE,BHINMAL,DASPA,GEN,VIRENDRA SINGH,MALE,GEN,daspa,JALORE,BHINMAL,NA,JALOREBHINMALdaspa,5182,JALORE,BHINMAL,DASPA,GEN,JAI DEEP SINGH,M,GEN,daspa,JALORE,BHINMAL,JALOREBHINMALdaspa,0,NA,0
5609,JALORE,BHEENMAL,DHUMBDIYA,SC,JALARAM,NA,SC,dhumbdiya,JALORE,BHINMAL,JALOREBHINMALdhumbdiya,5312,JALORE,BHINMAL,DHUMBADIYA,GEN W,JIVO DEVI,FEMALE,OBC,dhumbdiya,JALORE,BHINMAL,NA,JALOREBHINMALdhumbdiya,5183,JALORE,BHINMAL,DHUMBDIY A,GEN,HADMAT SINGH,M,GEN,dhumbdiya,JALORE,BHINMAL,JALOREBHINMALdhumbdiya,0,NA,0
5610,JALORE,BHEENMAL,DUNGERVA,General (Woman),DESHU DEVASHI,NA,OBC (Woman),dungerva,JALORE,BHINMAL,JALOREBHINMALdungerva,5313,JALORE,BHINMAL,DUNGARVA,OBC,MANGI LAL KALBI,MALE,OBC,dungerva,JALORE,BHINMAL,NA,JALOREBHINMALdungerva,5184,JALORE,BHINMAL,DUNGERV A,GENW,LAASI DEVI,F,OBCW,dungerva,JALORE,BHINMAL,JALOREBHINMALdungerva,0,NA,0
5611,JALORE,BHEENMAL,JAIRAN,General,THAKARIRAM,NA,General,jairan,JALORE,BHINMAL,JALOREBHINMALjairan,5315,JALORE,BHINMAL,JAIRAN,OBC,MANGA RAM,MALE,OBC,jairan,JALORE,BHINMAL,NA,JALOREBHINMALjairan,5185,JALORE,BHINMAL,JAIRAN,GENW,PARU DEVI,F,GENW,jairan,JALORE,BHINMAL,JALOREBHINMALjairan,0,NA,0
5612,JALORE,BHEENMAL,JAISAVAS,General (Woman),KHIMAT KANWAR,NA,General (Woman),jaisavas,JALORE,BHINMAL,JALOREBHINMALjaisavas,5316,JALORE,BHINMAL,JAISAVAS,GEN W,RAHU DEVI KALBI,FEMALE,OBC,jaisavas,JALORE,BHINMAL,NA,JALOREBHINMALjaisavas,5186,JALORE,BHINMAL,JAISAVAS,SCW,BADALI DEVI,F,SCW,jaisavas,JALORE,BHINMAL,JALOREBHINMALjaisavas,0,NA,0
5613,JALORE,BHEENMAL,JUNJANI,ST,RAMIYARAM,NA,ST,junjani,JALORE,BHINMAL,JALOREBHINMALjunjani,5317,JALORE,BHINMAL,JUJANI,GEN W,BADLI DEVI,FEMALE,OBC,junjani,JALORE,BHINMAL,NA,JALOREBHINMALjunjani,5187,JALORE,BHINMAL,JUNJANI,GENW,BHAMIRI KUNWAR,F,GENW,junjani,JALORE,BHINMAL,JALOREBHINMALjunjani,0,NA,0
5614,JALORE,BHEENMAL,KALETI,OBC,DEVI LAL,NA,OBC,kaleti,JALORE,BHINMAL,JALOREBHINMALkaleti,5318,JALORE,BHINMAL,KALETI,ST,DANARAM BHEEL,MALE,ST,kaleti,JALORE,BHINMAL,NA,JALOREBHINMALkaleti,5188,JALORE,BHINMAL,KALETI,GEN,DEVI SINGH,M,GEN,kaleti,JALORE,BHINMAL,JALOREBHINMALkaleti,0,NA,0
5615,JALORE,BHEENMAL,KA VT ARA,General (Woman),MEERA KANWAR,NA,General (Woman),ka vt ara,JALORE,BHINMAL,JALOREBHINMALka vt ara,5319,JALORE,BHINMAL,KAVTARA,SC,RAJARAM,MALE,SC,kavtara,JALORE,BHINMAL,NA,JALOREBHINMALkavtara,5189,JALORE,BHINMAL,KAVTARA,GEN,RANJIT SINGH,M,GEN,kavtara,JALORE,BHINMAL,JALOREBHINMALkavtara,0,NA,2
5616,JALORE,BHEENMAL,KHOKHA,General,MERMOHMAD,NA,General,khokha,JALORE,BHINMAL,JALOREBHINMALkhokha,5320,JALORE,BHINMAL,KHOKHA,GEN,MOLANA MEER MOHD.,MALE,OBC,khokha,JALORE,BHINMAL,NA,JALOREBHINMALkhokha,5190,JALORE,BHINMAL,KHOKHA,OBC,SADIK,M,OBC,khokha,JALORE,BHINMAL,JALOREBHINMALkhokha,0,NA,0
5617,JALORE,BHEENMAL,KORA,ST (Woman),LAXMI,NA,ST (Woman),kora,JALORE,BHINMAL,JALOREBHINMALkora,5322,JALORE,BHINMAL,KORA,OBC W,NATHI DEVI,FEMALE,OBC,kora,JALORE,BHINMAL,NA,JALOREBHINMALkora,5191,JALORE,BHINMAL,KORA,SC,GANGA DEVI,F,SCW,kora,JALORE,BHINMAL,JALOREBHINMALkora,0,NA,0
5618,JALORE,BHEENMAL,KOTKAST A,General,VARDHARAM,NA,OBC,kotkast a,JALORE,BHINMAL,JALOREBHINMALkotkast a,5323,JALORE,BHINMAL,KOTKASTA,GEN,PARVATI SHANKAR,MALE,GEN,kotkasta,JALORE,BHINMAL,NA,JALOREBHINMALkotkasta,5192,JALORE,BHINMAL,KOTKAST A,STW,KALI DEVI,F,STW,kotkasta,JALORE,BHINMAL,JALOREBHINMALkotkasta,0,NA,1
5619,JALORE,BHEENMAL,KUKA,OBC,SOHANI DEVI BISHNOI,NA,OBC (Woman),kuka,JALORE,BHINMAL,JALOREBHINMALkuka,5321,JALORE,BHINMAL,KOOKA,GEN,TULSA RAM,MALE,OBC,kuka,JALORE,BHINMAL,NA,JALOREBHINMALkuka,5193,JALORE,BHINMAL,KUKA,GEN,PHULA RAM,M,OBC,kuka,JALORE,BHINMAL,JALOREBHINMALkuka,0,NA,0
5620,JALORE,BHEENMAL,LAKHANI,SC (Woman),INDRA DEVI,NA,SC (Woman),lakhani,JALORE,BHINMAL,JALOREBHINMALlakhani,5324,JALORE,BHINMAL,LAKHANI,GEN W,LASI KANWAR,FEMALE,GEN,lakhani,JALORE,BHINMAL,NA,JALOREBHINMALlakhani,5194,JALORE,BHINMAL,LAKHANI,GEN,LADU SINGH,M,GEN,lakhani,JALORE,BHINMAL,JALOREBHINMALlakhani,0,NA,0
5621,JALORE,BHEENMAL,LUNAVAS,SC,MOHAN LAL,NA,SC,lunavas,JALORE,BHINMAL,JALOREBHINMALlunavas,5325,JALORE,BHINMAL,LUNAVAS,GEN,AJA KALBI,MALE,OBC,lunavas,JALORE,BHINMAL,NA,JALOREBHINMALlunavas,5195,JALORE,BHINMAL,LUNAVAS,GENW,PAPI DEVI,F,OBCW,lunavas,JALORE,BHINMAL,JALOREBHINMALlunavas,0,NA,0
5622,JALORE,BHEENMAL,MORSIM,SC (Woman),SUBA DEVI,NA,SC (Woman),morsim,JALORE,BHINMAL,JALOREBHINMALmorsim,5326,JALORE,BHINMAL,MORSIM,GEN,DALBIR SINGH,MALE,GEN,morsim,JALORE,BHINMAL,NA,JALOREBHINMALmorsim,5196,JALORE,BHINMAL,MORSIM,OBCW,TARI DEVI,F,OBCW,morsim,JALORE,BHINMAL,JALOREBHINMALmorsim,0,NA,0
5623,JALORE,BHEENMAL,NANDIYA,ST,DOLARAM,NA,ST,nandiya,JALORE,BHINMAL,JALOREBHINMALnandiya,5327,JALORE,BHINMAL,NADIYA,OBC,NARAYAN DAN,MALE,OBC,nadiya,JALORE,BHINMAL,NA,JALOREBHINMALnadiya,5197,JALORE,BHINMAL,NANDIYA,SCW,FAU DEVI,F,SCW,nandiya,JALORE,BHINMAL,JALOREBHINMALnandiya,1,NA,0
5624,JALORE,BHEENMAL,NARSANA,General (Woman),MADAN KANWAR,NA,General (Woman),narsana,JALORE,BHINMAL,JALOREBHINMALnarsana,5328,JALORE,BHINMAL,NARSANA,ST,VENA BHEEL,MALE,ST,narsana,JALORE,BHINMAL,NA,JALOREBHINMALnarsana,5198,JALORE,BHINMAL,NARSANA,GENW,DHANI,F,GENW,narsana,JALORE,BHINMAL,JALOREBHINMALnarsana,0,NA,0
5625,JALORE,BHEENMAL,NARTA,OBC,KHEDARAM,NA,OBC,narta,JALORE,BHINMAL,JALOREBHINMALnarta,5329,JALORE,BHINMAL,NARTA,GEN W,VARJU DEVI,FEMALE,OBC,narta,JALORE,BHINMAL,NA,JALOREBHINMALnarta,5199,JALORE,BHINMAL,NART A,GENW,NIRUPAMA KUNWAR,F,GENW,narta,JALORE,BHINMAL,JALOREBHINMALnarta,0,NA,0
5626,JALORE,BHEENMAL,NIMBAVAS,General (Woman),KAILASH KANWAR,NA,General (Woman),nimbavas,JALORE,BHINMAL,JALOREBHINMALnimbavas,5330,JALORE,BHINMAL,NIMBAWAS,OBC W,PYARI DEVI,FEMALE,OBC,nimbavas,JALORE,BHINMAL,NA,JALOREBHINMALnimbavas,5200,JALORE,BHINMAL,NIMBAVAS,STW,SITA DEVI,F,STW,nimbavas,JALORE,BHINMAL,JALOREBHINMALnimbavas,0,NA,0
5628,JALORE,BHEENMAL,PUNASA,General,PRAKSH,NA,OBC,punasa,JALORE,BHINMAL,JALOREBHINMALpunasa,5331,JALORE,BHINMAL,PUNASA,GEN,ISWAR SINGH,MALE,GEN,punasa,JALORE,BHINMAL,NA,JALOREBHINMALpunasa,5202,JALORE,BHINMAL,PUNASA,OBC,THAKARA RAM,M,OBC,punasa,JALORE,BHINMAL,JALOREBHINMALpunasa,0,NA,0
5629,JALORE,BHEENMAL,RAH,General (Woman),MUKIMA BHANO,NA,General (Woman),rah,JALORE,BHINMAL,JALOREBHINMALrah,5332,JALORE,BHINMAL,RAAH,GEN,HASAN KHAN,MALE,GEN,rah,JALORE,BHINMAL,NA,JALOREBHINMALrah,5203,JALORE,BHINMAL,RAH,GENW,AMEENAT,F,OBCW,rah,JALORE,BHINMAL,JALOREBHINMALrah,0,NA,0
5630,JALORE,BHEENMAL,RANGALA,General,THAKARARAM,NA,General,rangala,JALORE,BHINMAL,JALOREBHINMALrangala,5334,JALORE,BHINMAL,RANGALA,GEN,KHANGARA RAM,MALE,OBC,rangala,JALORE,BHINMAL,NA,JALOREBHINMALrangala,5204,JALORE,BHINMAL,RANGALA,GENW,PADMO DEVI,F,OBCW,rangala,JALORE,BHINMAL,JALOREBHINMALrangala,0,NA,0
5631,JALORE,BHEENMAL,RAOUT A,OBC (Woman),REETU KANWAR,NA,OBC (Woman),raout a,JALORE,BHINMAL,JALOREBHINMALraout a,5333,JALORE,BHINMAL,RAHUTA,GEN,GODA RAM,MALE,OBC,raouta,JALORE,BHINMAL,NA,JALOREBHINMALraouta,5205,JALORE,BHINMAL,RAOUT A,GENW,TARU,F,GENW,raouta,JALORE,BHINMAL,JALOREBHINMALraouta,0,NA,1
5632,JALORE,BHEENMAL,SEVDI,General (Woman),AMRIT KANWAR,NA,General (Woman),sevdi,JALORE,BHINMAL,JALOREBHINMALsevdi,5335,JALORE,BHINMAL,SEVNI,SC W,LAHARI,FEMALE,SC,sevdi,JALORE,BHINMAL,NA,JALOREBHINMALsevdi,5206,JALORE,BHINMAL,SEVDI,GEN,LAXMAN SINGH,M,GEN,sevdi,JALORE,BHINMAL,JALOREBHINMALsevdi,0,NA,0
5633,JALORE,BHEENMAL,THOBAU,General (Woman),KESI,NA,OBC (Woman),thobau,JALORE,BHINMAL,JALOREBHINMALthobau,5336,JALORE,BHINMAL,THOBAU,GEN,BHUDARA RAM,MALE,OBC,thobau,JALORE,BHINMAL,NA,JALOREBHINMALthobau,5207,JALORE,BHINMAL,THOBAU,OBCW,SURTI DEVI,F,OBCW,thobau,JALORE,BHINMAL,JALOREBHINMALthobau,0,NA,0
5634,JALORE,BHEENMAL,VADABHADVI,General (Woman),SANGEETA KANWAR,NA,General (Woman),vadabhadvi,JALORE,BHINMAL,JALOREBHINMALvadabhadvi,5337,JALORE,BHINMAL,WADA BHADAVI,GEN W,KELI DEVI,FEMALE,OBC,vadabhadvi,JALORE,BHINMAL,NA,JALOREBHINMALvadabhadvi,5208,JALORE,BHINMAL,VADABHADVI,SC,GOKA RAM,M,SC,vadabhadvi,JALORE,BHINMAL,JALOREBHINMALvadabhadvi,0,NA,0
6467,JODHPUR,BHOP ALGARH,ARTIYA KALA,OBC,RAMNIW AS,NA,OBC,artiya kala,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHartiya kala,6130,JODHPUR,BHOPALGARH,ARTIYA KALAN,GEN W,MADI,FEMALE,OBC,artiya kalan,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHartiya kalan,6028,JODHPUR,BHOPALGARH,ARTIYA KALA,SCW,SOHANI,F,SCW,artiya kala,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHartiya kala,1,NA,0
6468,JODHPUR,BHOP ALGARH,ASOP,General (Woman),SAVITRI DEVI,NA,General (Woman),asop,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHasop,6131,JODHPUR,BHOPALGARH,ASHOP,OBC W,INDIRA DAVI,FEMALE,OBC,ashop,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHashop,6029,JODHPUR,BHOPALGARH,ASOP,GEN,JITENDRA SINGH,M,OBC,asop,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHasop,1,NA,0
6469,JODHPUR,BHOP ALGARH,BAGORIYA,SC,RAMSUKH,NA,SC,bagoriya,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbagoriya,6133,JODHPUR,BHOPALGARH,BAGORIA,GEN W,GOGALI,FEMALE,OBC,bagoria,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHbagoria,6031,JODHPUR,BHOPALGARH,BAGORIY A,OBCW,DHAGALI,F,OBCW,bagoriya,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbagoriya,1,NA,0
6470,JODHPUR,BHOP ALGARH,BARNI KHURD,SC,DARIYA,NA,SC,barni khurd,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbarni khurd,6134,JODHPUR,BHOPALGARH,BARNI KHURD,OBC W,SHIVARI,FEMALE,OBC,barni khurd,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHbarni khurd,6032,JODHPUR,BHOPALGARH,BARNI KHURD,GEN,RAM PRASAD,M,OBC,barni khurd,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbarni khurd,0,NA,0
6471,JODHPUR,BHOP ALGARH,BASNI HARISINGH,General,BHERU SINGH,NA,General,basni harisingh,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbasni harisingh,6135,JODHPUR,BHOPALGARH,BASNI HARISINGH,GEN W,DHAPU DAVI,FEMALE,OBC,basni harisingh,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHbasni harisingh,6033,JODHPUR,BHOPALGARH,BASNI HARISINGH,OBCW,BULKI,F,OBCW,basni harisingh,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbasni harisingh,0,NA,0
6472,JODHPUR,BHOP ALGARH,BHOP ALGARH,OBC,JAMANA,NA,OBC (Woman),bhop algarh,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbhop algarh,6136,JODHPUR,BHOPALGARH,BHOPALGARH,SC W,MANURI,FEMALE,SC,bhopalgarh,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHbhopalgarh,6034,JODHPUR,BHOPALGARH,BHOPALGARH,GENW,DHAPU DEVI,F,OBCW,bhopalgarh,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbhopalgarh,0,NA,1
6473,JODHPUR,BHOP ALGARH,BUDKIYA,General,SAROJ KANWAR,NA,General (Woman),budkiya,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbudkiya,6138,JODHPUR,BHOPALGARH,BUDKIYA,OBC W,SHAHU,FEMALE,OBC,budkiya,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHbudkiya,6036,JODHPUR,BHOPALGARH,BUDKIY A,SCW,PARKI,F,SCW,budkiya,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHbudkiya,0,NA,0
6474,JODHPUR,BHOP ALGARH,DEVATDA,SC,ARJUN RAM,NA,SC,devatda,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHdevatda,6140,JODHPUR,BHOPALGARH,DEVATARA,GEN,DHOKAL RAM,MALE,OBC,devatda,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHdevatda,6038,JODHPUR,BHOPALGARH,DEVATDA,GENW,BHANI,F,OBCW,devatda,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHdevatda,0,NA,0
6475,JODHPUR,BHOP ALGARH,GAJSINGH PURA,OBC (Woman),SUSHIL A,NA,OBC (Woman),gajsingh pura,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHgajsingh pura,6141,JODHPUR,BHOPALGARH,GAJSINGHPURA,SC,BHOORA RAM,MALE,SC,gajsingh pura,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHgajsingh pura,6039,JODHPUR,BHOPALGARH,GAJSINGH PURA,OBCW,KELI DEVI,F,OBCW,gajsingh pura,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHgajsingh pura,0,NA,0
6476,JODHPUR,BHOP ALGARH,GARASANI,General (Woman),RAM KANYA,NA,OBC (Woman),garasani,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHgarasani,6142,JODHPUR,BHOPALGARH,GARASANI,SC,SATYANARAYAN,MALE,SC,garasani,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHgarasani,6040,JODHPUR,BHOPALGARH,GARASANI,OBC,MAHIPAL SINGH,M,OBC,garasani,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHgarasani,0,NA,0
6477,JODHPUR,BHOP ALGARH,HIRADESHAR,General (Woman),VANITA DEVI,NA,OBC (Woman),hiradeshar,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHhiradeshar,6143,JODHPUR,BHOPALGARH,HEERADESAR,GEN,RUKHMA DEVI,FEMALE,OBC,hiradeshar,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHhiradeshar,6041,JODHPUR,BHOPALGARH,HIRADESHAR,GEN,DUDARAM,M,OBC,hiradeshar,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHhiradeshar,0,NA,0
6478,JODHPUR,BHOP ALGARH,KHEDI SALVA,SC,PUSARAM,NA,SC,khedi salva,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHkhedi salva,6147,JODHPUR,BHOPALGARH,KHEDISALWA,GEN W,JADAVALI,FEMALE,OBC,khedi salva,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHkhedi salva,6044,JODHPUR,BHOPALGARH,KHEDI SALVA,GENW,CHOT AKI,F,OBCW,khedi salva,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHkhedi salva,0,NA,0
6479,JODHPUR,BHOP ALGARH,KUDI,General (Woman),GEET A,NA,OBC (Woman),kudi,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHkudi,6150,JODHPUR,BHOPALGARH,KUDI,GEN,PREMA RAM,MALE,OBC,kudi,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHkudi,6048,JODHPUR,BHOPALGARH,KUDI,GEN,KESARAM,M,OBC,kudi,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHkudi,0,NA,0
6480,JODHPUR,BHOP ALGARH,MANGARIYA,OBC (Woman),SUNIT A,NA,OBC (Woman),mangariya,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHmangariya,6152,JODHPUR,BHOPALGARH,MANGERIYA,SC,HIMTA RAM,MALE,SC,mangariya,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHmangariya,6050,JODHPUR,BHOPALGARH,MANGARIYA,GEN,NAINA RAM,M,OBC,mangariya,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHmangariya,0,NA,0
6481,JODHPUR,BHOP ALGARH,NADSAR,General (Woman),SUMAN KANWAR,NA,General (Woman),nadsar,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHnadsar,6153,JODHPUR,BHOPALGARH,NADSAR,GEN,PRAKASH CHAND,MALE,GEN,nadsar,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHnadsar,6051,JODHPUR,BHOPALGARH,NADSAR,OBC,RAM PRAKSH,M,OBC,nadsar,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHnadsar,0,NA,0
6482,JODHPUR,BHOP ALGARH,PALDI RANAVATAN,General (Woman),SARITA KANWAR,NA,General (Woman),paldi ranavatan,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHpaldi ranavatan,6155,JODHPUR,BHOPALGARH,PALARI-RANAVAT,OBC,HARJI RAM,MALE,OBC,paldi ranavatan,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHpaldi ranavatan,6052,JODHPUR,BHOPALGARH,PALDI RANAVATAN,GEN,NAHAR SINGH,M,GEN,paldi ranavatan,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHpaldi ranavatan,0,NA,0
6483,JODHPUR,BHOP ALGARH,RADOD,General,RAMESHW ARI,NA,OBC (Woman),radod,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHradod,6159,JODHPUR,BHOPALGARH,RAROD,GEN,SHIV KARAN,MALE,OBC,radod,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHradod,6054,JODHPUR,BHOPALGARH,RADOD,GENW,SUSHIL A,F,OBCW,radod,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHradod,0,NA,0
6484,JODHPUR,BHOP ALGARH,RAJLANI,General,PHA TEHRAM,NA,General,rajlani,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHrajlani,6156,JODHPUR,BHOPALGARH,RAJLANI,SC,SWAROOP RAM,MALE,SC,rajlani,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHrajlani,6055,JODHPUR,BHOPALGARH,RAJLANI,OBCW,SUKHI,F,OBCW,rajlani,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHrajlani,0,NA,0
6485,JODHPUR,BHOP ALGARH,RAMPURA,General,RAMNIW AS,NA,OBC,rampura,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHrampura,6158,JODHPUR,BHOPALGARH,RAMPURA,SC W,SUSHEELA,FEMALE,SC,rampura,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHrampura,6057,JODHPUR,BHOPALGARH,RAMPURA,GENW,BHAWARI DEVI,F,OBCW,rampura,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHrampura,0,NA,0
6486,JODHPUR,BHOP ALGARH,RUDIYA,OBC,DAYARAM,NA,OBC,rudiya,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHrudiya,6161,JODHPUR,BHOPALGARH,RUDIA,OBC,NARSINGH RAM,MALE,OBC,rudiya,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHrudiya,6059,JODHPUR,BHOPALGARH,RUDIY A,GENW,SAYANTI,F,OBCW,rudiya,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHrudiya,0,NA,0
6487,JODHPUR,BHOP ALGARH,SURPURA KHURD,General (Woman),MONIKA,NA,General (Woman),surpura khurd,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHsurpura khurd,6164,JODHPUR,BHOPALGARH,SURPURA KHURD,OBC,JAIRAM,MALE,OBC,surpura khurd,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHsurpura khurd,6062,JODHPUR,BHOPALGARH,SURPURA KHURD,GENW,SOW ANI,F,OBCW,surpura khurd,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHsurpura khurd,0,NA,0
6488,JODHPUR,BHOP ALGARH,USTRAD,General,DANA RAM,NA,OBC,ustrad,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHustrad,6165,JODHPUR,BHOPALGARH,USTARA,OBC,SUKHIA RAM,MALE,OBC,ustrad,JODHPUR,BHOPALGARH,NA,JODHPURBHOPALGARHustrad,6063,JODHPUR,BHOPALGARH,USTRAD,GENW,RATAN KANWAR,F,GENW,ustrad,JODHPUR,BHOPALGARH,JODHPURBHOPALGARHustrad,0,NA,0
